Category,Food Name,Alternative Name,Calorie (kcal),Modified Calorie (kcal),Water (g),Protein (g),Fat (g),SFA_g (g),Ash (g),Carbs (g),Fibre (g),Sugar (g),Glucose (g),Fructose (g),Galactose (g),Maltose (g),Sucrose (g),Lactose (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Manganese (mg),Vitamin A Total (IU),Vitamin A(RE) (ug),Retinol (ug),α-Carotene (ug),β-Carotene (ug),Vitamin D Total (IU),Vitamin D (ug),Vitamin D2 (ug),Vitamin D3 (ug),Vitamin E Total (mg),Vitamin E(α-TE) (mg),α-Tocopherol (mg),β-Tocopherol (mg),γ-Tocopherol (mg),δ-Tocopherol (mg),Vitamin K1 (ug),Vitamin K2 MK-4 (ug),Vitamin K2 MK-7 (ug),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),Butyric acid (4:0) (mg),Caproic acid (6:0) (mg),Caprylic acid (8:0) (mg),Capric acid (10:0) (mg),Lauric acid (12:0) (mg),Tridecanoic acid (13:0) (mg),Myristic acid (14:0) (mg),Pentadecanoic acid (15:0) (mg),Palmitic acid (16:0) (mg),Heptadecanoic acid (17:0) (mg),Stearic acid (18:0) (mg),Nonadecanoic acid (19:0) (mg),Arachidic acid (20:0) (mg),Behenic acid (22:0) (mg),Lignoceric acid (24:0) (mg),MUFA (mg),Myristoleic acid (14:1) (mg),Palmitoleic acid (16:1) (mg),Oleic acid (18:1) (mg),Gondoic acid (20:1) (mg),Erucic acid (22:1) (mg),PUFA (mg),LA (mg),ALA (mg),Stearidonic acid (18:4) (mg),Arachidonic acid (20:4) (mg),EPA (mg),DPA (mg),DHA (mg),Other FA (mg),P/M/S,Trans Fat (mg),Total AA (mg),Asp (mg),Thr (mg),Ser (mg),Glu (mg),Pro (mg),Gly (mg),Ala (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Arg (mg),Trp (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Protein%,Fat%,Alcohol%
水果類,豐水梨,豐水梨,36,35,89.7,0.5,0.1,0.0,0.4,9.4,1.0,6.9,1.8,4.6,,0.0,0.5,0.0,0.0,157.0,2.0,6.0,0.1,0.2,15.0,0.011,,0.0,0.0,,,0.0,,,,,0.13,0.11,0.09,0.03,0.01,0.0,,,,0.04,0.02,0.2,0.01,,6.6,4.6,22.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,1.0,0.0,22.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02/1.07/1.00,,,,,,,,,,,,,,,,,,,,,,,40.5,0.9284,0.0494,0.0222,0.0
水果類,將軍蜜梨,將軍蜜梨,50,48,86.0,0.4,0.1,,0.2,13.3,0.9,,,,,,,,0.0,114.0,12.0,7.0,0.7,0.4,9.0,,,0.0,0.0,,,0.0,,,,,0.1,0.05,0.04,0.02,0.02,0.02,,,,0.04,0.02,0.47,0.04,,2.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,0.9551,0.0287,0.0162,0.0
水果類,梨山蜜梨,梨山蜜梨,47,44,86.6,0.3,0.0,0.0,0.4,12.7,1.6,8.2,1.8,5.2,0.0,0.0,1.1,0.0,0.0,123.0,1.0,4.0,0.0,0.1,12.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.48,0.0,,,2.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.18/1.00/4.89,0.0,,,,,,,,,,,,,,,,,,,,,,52.0,0.9769,0.0231,0.0,0.0
水果類,蜜棗平均值(大),蜜棗平均值(大),43,41,87.7,1.1,0.1,0.0,0.4,10.7,1.6,7.3,3.6,3.7,,0.0,0.0,0.0,2.0,191.0,7.0,5.0,0.3,0.2,17.0,,,80.0,8.0,,20.0,38.0,,,,,0.13,0.12,0.11,0.01,0.01,0.0,,,,0.02,0.03,1.15,0.04,,6.6,36.5,50.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,36.0,0.0,8.0,0.0,0.0,0.0,1.0,68.0,0.0,10.0,58.0,1.0,0.0,28.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.40/1.75,,583.0,228.0,18.0,23.0,65.0,19.0,19.0,24.0,13.0,23.0,4.0,20.0,29.0,10.0,24.0,26.0,11.0,22.0,6.0,,,48.1,0.8898,0.0915,0.0187,0.0
水果類,蜜棗(長形),蜜棗(長形),43,40,87.8,1.2,0.2,,0.4,10.4,1.7,,,,,,,,4.0,208.0,6.0,6.0,0.2,0.2,18.0,,,68.0,7.0,,20.0,31.0,,,,,0.08,0.07,0.06,0.01,0.01,0.0,,,,0.02,0.03,1.83,0.03,,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,0.8631,0.0996,0.0373,0.0
水果類,蜜棗(圓形),蜜棗(圓形),44,41,87.6,0.9,0.1,0.0,0.4,11.0,1.6,7.3,3.6,3.7,,0.0,0.0,0.0,1.0,174.0,8.0,5.0,0.3,0.2,15.0,,,75.0,7.0,,,45.0,,,,,0.18,0.17,0.16,0.0,0.01,0.0,,,,0.03,0.03,0.47,0.04,,6.6,37.2,42.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,1.0,57.0,0.0,8.0,48.0,1.0,0.0,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.40/1.75,,583.0,228.0,18.0,23.0,65.0,19.0,19.0,24.0,13.0,23.0,4.0,20.0,29.0,10.0,24.0,26.0,11.0,22.0,6.0,,,48.5,0.9072,0.0742,0.0186,0.0
水果類,珍珠蜜棗,珍珠蜜棗,46,42,86.7,1.1,0.0,0.0,0.5,11.7,2.2,10.4,5.2,5.2,0.0,0.0,0.0,0.0,1.0,248.0,8.0,7.0,0.4,0.3,16.0,,,71.0,7.0,,,43.0,0.0,0.0,0.0,0.0,0.2,0.18,0.17,0.01,0.02,0.0,8.65,0.0,0.0,0.03,0.04,0.43,0.05,,,25.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84/1.00/6.13,0.0,,,,,,,,,,,,,,,,,,,,,,51.2,0.9141,0.0859,0.0,0.0
水果類,國產紅棗,國產紅棗,87,81,75.1,0.9,0.1,0.1,0.7,23.1,3.9,16.1,5.1,4.9,0.0,0.0,6.2,0.0,1.0,324.0,30.0,16.0,0.3,0.7,33.0,,,3.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.14,0.12,0.11,0.02,0.01,0.0,11.37,0.0,0.0,0.11,0.1,0.89,0.25,,,92.7,83.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,42.0,0.0,9.0,0.0,6.0,10.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/3.74/8.21,0.0,,,,,,,,,,,,,,,,,,,,,,96.9,0.9536,0.0372,0.0093,0.0
水果類,紅棗(乾),紅棗(乾),227,215,35.8,3.2,0.3,,1.2,59.5,7.7,,,,,,,,10.0,597.0,50.0,35.0,1.7,0.4,70.0,,,0.0,0.0,,0.0,0.0,,,,,0.25,0.25,0.25,0.0,0.0,0.0,,,,0.09,0.12,1.95,0.12,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.0,536.0,0.0,66.0,180.0,1147.0,104.0,0.0,30.0,60.0,6.0,43.0,68.0,24.0,56.0,69.0,25.0,45.0,0.0,,,253.5,0.9389,0.0505,0.0107,0.0
水果類,黑棗(乾),黑棗(乾),230,213,34.8,2.7,0.2,,1.3,60.9,10.8,,,,,,,,3.0,600.0,67.0,34.0,2.4,0.4,53.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,0.15,1.56,0.15,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.0,445.0,0.0,70.0,187.0,982.0,59.0,58.0,20.0,62.0,8.0,49.0,83.0,26.0,53.0,77.0,31.0,90.0,0.0,,,256.2,0.9508,0.0422,0.007,0.0
水果類,蘋果平均值(青皮),蘋果平均值(青皮),50,47,86.2,0.3,0.2,0.1,0.2,13.1,1.8,10.7,2.8,6.2,0.0,0.0,1.6,0.0,2.0,105.0,3.0,3.0,0.2,0.1,10.0,0.017,0.103,43.0,4.0,,0.0,26.0,0.0,0.0,0.0,,0.13,0.12,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.01,0.09,0.04,,3.3,2.4,114.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,80.0,0.0,28.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,37.0,0.0,0.0,66.0,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71/1.00/2.93,0.0,273.0,152.0,8.0,11.0,21.0,4.0,8.0,9.0,4.0,8.0,2.0,6.0,10.0,5.0,6.0,10.0,3.0,6.0,0.0,,,55.4,0.9458,0.0217,0.0325,0.0
水果類,青龍蘋果,青龍蘋果,54,51,85.2,0.3,0.3,0.2,0.2,14.0,1.8,11.7,2.9,6.8,0.0,0.0,2.0,0.0,1.0,108.0,2.0,3.0,0.2,0.0,11.0,0.017,0.103,32.0,3.0,,,19.0,0.0,0.0,0.0,,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.05,,3.3,1.4,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,273.0,152.0,8.0,11.0,21.0,4.0,8.0,9.0,4.0,8.0,2.0,6.0,10.0,5.0,6.0,10.0,3.0,6.0,0.0,,,59.9,0.9349,0.02,0.0451,0.0
水果類,翠玉青蘋果,翠玉青蘋果,46,43,87.1,0.3,0.1,0.1,0.2,12.2,1.7,9.6,2.8,5.6,,0.0,1.3,0.0,3.0,102.0,3.0,3.0,0.2,0.2,9.0,,,54.0,5.0,,0.0,32.0,,,,,0.09,0.07,0.06,0.02,0.01,0.01,,,,0.09,0.01,0.15,0.03,,,3.4,55.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,29.0,0.0,17.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,51.0,0.0,0.0,41.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.29/1.35,,,,,,,,,,,,,,,,,,,,,,,50.9,0.9587,0.0236,0.0177,0.0
水果類,翠玉青蘋果(帶皮),翠玉青蘋果(帶皮),54,50,85.1,0.4,0.2,0.1,0.3,14.1,2.3,10.1,3.2,5.5,,0.0,1.5,0.0,5.0,136.0,5.0,6.0,0.2,0.0,12.0,,,98.0,10.0,,,59.0,,,,,0.13,0.13,0.13,0.0,0.0,0.0,,,,0.03,0.01,0.1,0.03,,,2.4,57.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,27.0,1.0,19.0,0.0,3.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,77.0,66.0,11.0,0.0,0.0,0.0,0.0,0.0,38.0,1.40/1.00/1.04,,,,,,,,,,,,,,,,,,,,,,,59.8,0.9431,0.0268,0.0301,0.0
水果類,美國五爪蘋果,美國五爪蘋果,51,48,85.8,0.2,0.1,,0.2,13.8,1.6,,,,,,,,2.0,118.0,3.0,3.0,0.3,0.4,10.0,,,58.0,6.0,,0.0,35.0,,,,,0.19,0.19,0.19,0.0,0.0,0.0,,,,0.01,0.01,0.09,0.02,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,0.9701,0.0141,0.0158,0.0
水果類,蘋果平均值(混色),蘋果平均值(混色),51,49,85.6,0.2,0.1,0.0,0.2,13.9,1.3,11.1,2.8,6.6,,0.0,1.7,0.0,1.0,114.0,4.0,3.0,0.1,0.4,10.0,,,12.0,1.0,,0.0,7.0,,,,,0.11,0.1,0.09,0.02,0.0,0.0,,,,0.02,0.01,0.05,0.04,,,2.9,30.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,20.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.17/1.49,,,,,,,,,,,,,,,,,,,,,,,57.3,0.9703,0.014,0.0157,0.0
水果類,加拉蘋果,加拉蘋果,55,53,84.6,0.2,0.1,,0.2,15.0,1.5,,,,,,,,0.0,113.0,5.0,4.0,0.0,0.5,11.0,,,0.0,0.0,,,0.0,,,,,0.08,0.08,0.07,0.01,0.0,0.0,,,,0.02,0.01,0.0,0.05,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,0.9724,0.013,0.0146,0.0
水果類,津輕蜜蘋果,津輕蜜蘋果,56,54,84.2,0.2,0.2,,0.3,15.1,1.4,11.7,2.1,7.0,,0.0,2.6,0.0,1.0,135.0,3.0,2.0,0.3,0.2,8.0,,,0.0,0.0,,,0.0,,,,,0.15,0.12,0.11,0.03,0.01,0.01,,,,0.03,0.02,0.1,0.05,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,0.9587,0.0127,0.0286,0.0
水果類,秋香蘋果,秋香蘋果,45,43,87.2,0.3,0.0,,0.2,12.3,1.2,,,,,,,,0.0,95.0,2.0,3.0,0.0,0.4,10.0,,,15.0,1.0,,,9.0,,,,,0.1,0.1,0.09,0.01,0.0,0.0,,,,0.02,0.01,0.0,0.03,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,0.9762,0.0238,0.0,0.0
水果類,富士蘋果,富士蘋果,49,47,86.3,0.2,0.1,0.0,0.3,13.1,1.3,10.4,3.4,6.2,,0.0,0.8,0.0,3.0,113.0,4.0,3.0,0.2,0.3,9.0,,,32.0,3.0,,0.0,19.0,,,,,0.11,0.1,0.09,0.01,0.0,0.0,,,,0.01,0.01,0.09,0.04,,,2.6,41.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,19.0,0.0,17.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,27.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/2.17/1.49,,,,,,,,,,,,,,,,,,,,,,,54.1,0.9686,0.0148,0.0166,0.0
水果類,富士蘋果(帶皮),富士蘋果(帶皮),45,42,87.6,0.2,0.1,0.0,0.1,11.9,1.7,9.4,2.8,5.8,,0.0,0.8,0.0,3.0,94.0,6.0,4.0,0.1,0.1,7.0,,,0.0,0.0,,,0.0,,,,,0.19,0.17,0.16,0.03,0.0,0.0,,,,0.02,0.01,0.02,0.05,,,4.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,129.0,1.00/1.25/1.13,,,,,,,,,,,,,,,,,,,,,,,49.3,0.9655,0.0162,0.0183,0.0
水果類,金冠蘋果,金冠蘋果,49,46,86.3,0.4,0.1,,0.3,13.0,1.5,,,,,,,,0.0,128.0,3.0,4.0,0.0,0.3,11.0,,,0.0,0.0,,,0.0,,,,,0.07,0.07,0.06,0.01,0.0,0.0,,,,0.03,0.01,0.06,0.05,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,0.9541,0.0294,0.0165,0.0
水果類,櫻桃,櫻桃,75,73,78.8,1.2,0.3,,0.7,19.1,1.3,,,,,,,,2.0,236.0,15.0,13.0,0.2,0.2,23.0,,,20.0,2.0,,0.0,12.0,,,,,0.13,0.13,0.12,0.01,0.0,0.0,,,,0.02,0.04,0.1,0.04,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,0.9106,0.0572,0.0322,0.0
水果類,白櫻桃,白櫻桃,69,68,80.4,0.7,0.1,,0.5,18.4,1.1,,,,,,,,1.0,224.0,18.0,12.0,0.6,0.4,18.0,,,0.0,0.0,,,0.0,,,,,0.15,0.13,0.12,0.02,0.01,0.0,,,,0.03,0.02,0.0,0.09,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,0.9521,0.0362,0.0116,0.0
水果類,椪柑,椪柑,40,38,88.7,0.8,0.2,0.0,0.3,10.0,1.5,6.8,1.3,1.5,,0.0,4.1,0.0,2.0,74.0,21.0,8.0,0.3,0.3,14.0,,,571.0,57.0,,0.0,343.0,,,,,0.15,0.13,0.13,0.0,0.01,0.01,,,,0.08,0.06,0.27,0.05,,8.2,25.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,4.0,0.0,0.0,0.0,5.0,58.0,0.0,0.0,58.0,0.0,0.0,55.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30/1.37/1.00,,574.0,173.0,17.0,27.0,53.0,48.0,15.0,23.0,8.0,20.0,5.0,11.0,20.0,9.0,21.0,27.0,12.0,77.0,7.0,,,45.0,0.8889,0.0711,0.04,0.0
水果類,紅柑,紅柑,42,40,88.2,0.8,0.1,0.0,0.3,10.6,1.0,6.9,1.4,1.7,,0.0,3.8,0.0,1.0,148.0,18.0,10.0,0.4,0.4,14.0,,,76.0,8.0,,,45.0,,,,,0.71,0.66,0.66,0.0,0.03,0.02,,,,0.04,0.03,0.05,0.06,,12.0,19.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,51.0,0.0,6.0,45.0,0.0,0.0,34.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27/1.93/1.00,,564.0,125.0,18.0,29.0,56.0,45.0,19.0,26.0,2.0,23.0,0.0,14.0,25.0,6.0,15.0,29.0,10.0,114.0,7.0,,,46.5,0.9118,0.0688,0.0194,0.0
水果類,茂谷柑,茂谷柑,44,42,87.4,0.6,0.1,0.0,0.4,11.5,1.3,9.5,2.1,2.4,,0.0,5.0,0.0,1.0,143.0,24.0,9.0,0.1,0.1,16.0,,,643.0,64.0,,0.0,386.0,,,,,0.47,0.46,0.45,0.0,0.02,0.0,,,,0.04,0.04,0.21,0.06,,18.8,26.4,39.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,0.0,5.0,0.0,0.0,2.0,4.0,47.0,0.0,5.0,42.0,0.0,0.0,37.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.28/1.06,,,,,,,,,,,,,,,,,,,,,,,49.3,0.9331,0.0487,0.0183,0.0
水果類,海梨桶柑,海梨桶柑,44,41,87.6,0.9,0.2,,0.3,11.0,2.0,,,,,,,,6.0,107.0,18.0,14.0,0.3,0.1,18.0,,,466.0,47.0,,43.0,258.0,,,,,0.46,0.44,0.44,0.0,0.02,0.0,,,,0.05,0.04,0.29,0.13,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,0.8907,0.0729,0.0364,0.0
水果類,高牆桶柑,高牆桶柑,45,43,87.1,0.8,0.0,,0.3,11.8,1.4,,,,,,,,1.0,122.0,17.0,14.0,0.2,0.1,13.0,,,749.0,75.0,,42.0,428.0,,,,,0.41,0.4,0.4,0.01,0.0,0.0,,,,0.06,0.05,0.34,0.06,,,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,0.9365,0.0635,0.0,0.0
水果類,檸檬柑,檸檬柑,48,45,86.1,1.1,0.1,0.0,0.5,12.2,1.9,8.1,2.1,2.3,,0.0,3.6,0.0,1.0,161.0,34.0,10.0,0.0,0.1,24.0,,,0.0,0.0,,,0.0,,,,,0.43,0.38,0.37,0.01,0.03,0.02,,,,0.07,0.03,1.02,0.11,,,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,54.1,0.902,0.0813,0.0166,0.0
水果類,砂糖橘,砂糖橘,50,47,86.1,0.7,0.3,0.1,0.4,12.6,1.7,9.3,1.9,2.3,0.0,0.0,5.1,0.0,3.0,166.0,51.0,14.0,0.2,0.1,24.0,0.036,0.036,781.0,78.0,,,469.0,0.0,0.0,0.0,,0.56,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.32,0.08,,10.0,18.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,3.0,6.0,6.0,111.0,0.0,0.0,111.0,0.0,0.0,89.0,68.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12/1.39/1.00,0.0,609.0,69.0,22.0,35.0,61.0,98.0,23.0,31.0,3.0,27.0,2.0,18.0,32.0,22.0,20.0,40.0,12.0,96.0,0.0,,,55.9,0.9016,0.0501,0.0483,0.0
水果類,長果金柑,長果金柑,56,50,84.4,1.0,0.2,0.1,0.4,14.1,3.2,9.8,2.2,2.7,,0.0,4.9,0.0,5.0,138.0,38.0,12.0,0.4,0.1,13.0,0.04,,365.0,36.0,,4.0,217.0,,,,,2.56,2.39,2.37,0.0,0.19,0.0,,,,0.09,0.06,0.38,0.08,,31.1,35.7,65.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,46.0,0.0,8.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,31.0,3.0,28.0,68.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11/1.00/1.06,,760.0,155.0,25.0,56.0,98.0,87.0,32.0,34.0,10.0,24.0,5.0,18.0,33.0,21.0,33.0,51.0,17.0,61.0,0.0,,,62.2,0.9068,0.0643,0.0289,0.0
水果類,圓果金柑,圓果金柑,32,28,91.0,0.7,0.2,,0.5,7.6,2.2,,,,,,,,4.0,110.0,68.0,13.0,0.3,0.1,15.0,,,217.0,22.0,,0.0,130.0,,,,,,,,,,,,,,0.01,0.04,0.4,0.01,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.8686,0.08,0.0514,0.0
水果類,圓果金柑汁(綠皮),圓果金柑汁(綠皮),32,30,90.6,0.9,0.1,0.0,0.5,8.0,1.4,1.4,0.5,0.5,0.0,0.0,0.3,0.0,1.0,165.0,37.0,17.0,0.6,0.4,20.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.96,0.83,0.8,0.03,0.13,0.0,0.0,0.0,0.0,0.05,0.02,0.34,0.11,,,44.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,2.0,2.0,2.0,17.0,0.0,2.0,16.0,0.0,0.0,21.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.22/1.00/1.82,0.0,,,,,,,,,,,,,,,,,,,,,,36.5,0.8767,0.0986,0.0247,0.0
水果類,文旦,文旦,34,32,90.2,0.7,0.1,,0.3,8.8,1.4,,,,,,,,0.0,143.0,8.0,6.0,0.3,0.1,15.0,,,0.0,0.0,,0.0,0.0,,,,,0.35,0.33,0.32,0.03,0.0,0.0,,,,0.03,0.04,0.29,0.08,,,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,0.9049,0.072,0.0231,0.0
水果類,文旦(2023年取樣),文旦(2023年取樣),48,46,86.4,0.6,0.0,0.0,0.3,12.7,0.9,10.0,1.6,1.7,0.0,0.0,6.7,0.0,1.0,162.0,11.0,8.0,0.1,0.0,20.0,0.028,0.011,8.0,1.0,,,5.0,0.0,0.0,0.0,,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,63.8,92.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57/1.00/3.63,0.0,400.0,174.0,14.0,31.0,33.0,15.0,13.0,27.0,2.0,14.0,2.0,9.0,14.0,7.0,8.0,17.0,5.0,16.0,0.0,,,53.2,0.9549,0.0451,0.0,0.0
水果類,白柚,白柚,37,36,89.4,0.6,0.1,0.1,0.3,9.6,1.2,8.1,1.4,1.5,0.0,0.0,5.3,0.0,7.0,151.0,12.0,6.0,0.2,0.1,17.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.25,0.03,,,54.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,18.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.21/4.47,0.0,,,,,,,,,,,,,,,,,,,,,,41.7,0.9209,0.0576,0.0216,0.0
水果類,西施蜜柚,西施蜜柚,40,38,88.6,0.8,0.2,,0.3,10.1,1.3,,,,,,,,0.0,175.0,7.0,5.0,0.0,0.1,16.0,,,0.0,0.0,,0.0,0.0,,,,,0.31,0.31,0.31,0.0,0.0,0.0,,,,0.03,0.03,0.18,0.03,,,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,0.8899,0.0705,0.0396,0.0
水果類,甜橙平均值(普遍系),甜橙平均值(普遍系),46,42,87.2,0.8,0.2,0.1,0.4,11.3,2.0,9.1,2.0,2.2,0.0,0.0,4.9,0.0,3.0,149.0,35.0,12.0,0.2,0.2,22.0,,,21.0,2.0,,0.0,12.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.3,0.04,,6.3,56.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,10.0,0.0,1.0,3.0,3.0,86.0,0.0,7.0,78.0,1.0,0.0,76.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,1.00/1.13/1.12,0.0,,,,,,,,,,,,,,,,,,,,,,50.2,0.9004,0.0637,0.0359,0.0
