Category,Food Name,Alternative Name,Calorie (kcal),Modified Calorie (kcal),Water (g),Protein (g),Fat (g),SFA_g (g),Ash (g),Carbs (g),Fibre (g),Sugar (g),Glucose (g),Fructose (g),Galactose (g),Maltose (g),Sucrose (g),Lactose (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Manganese (mg),Vitamin A Total (IU),Vitamin A(RE) (ug),Retinol (ug),α-Carotene (ug),β-Carotene (ug),Vitamin D Total (IU),Vitamin D (ug),Vitamin D2 (ug),Vitamin D3 (ug),Vitamin E Total (mg),Vitamin E(α-TE) (mg),α-Tocopherol (mg),β-Tocopherol (mg),γ-Tocopherol (mg),δ-Tocopherol (mg),Vitamin K1 (ug),Vitamin K2 MK-4 (ug),Vitamin K2 MK-7 (ug),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),Butyric acid (4:0) (mg),Caproic acid (6:0) (mg),Caprylic acid (8:0) (mg),Capric acid (10:0) (mg),Lauric acid (12:0) (mg),Tridecanoic acid (13:0) (mg),Myristic acid (14:0) (mg),Pentadecanoic acid (15:0) (mg),Palmitic acid (16:0) (mg),Heptadecanoic acid (17:0) (mg),Stearic acid (18:0) (mg),Nonadecanoic acid (19:0) (mg),Arachidic acid (20:0) (mg),Behenic acid (22:0) (mg),Lignoceric acid (24:0) (mg),MUFA (mg),Myristoleic acid (14:1) (mg),Palmitoleic acid (16:1) (mg),Oleic acid (18:1) (mg),Gondoic acid (20:1) (mg),Erucic acid (22:1) (mg),PUFA (mg),LA (mg),ALA (mg),Stearidonic acid (18:4) (mg),Arachidonic acid (20:4) (mg),EPA (mg),DPA (mg),DHA (mg),Other FA (mg),P/M/S,Trans Fat (mg),Total AA (mg),Asp (mg),Thr (mg),Ser (mg),Glu (mg),Pro (mg),Gly (mg),Ala (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Arg (mg),Trp (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Protein%,Fat%,Alcohol%
加工調理食品及其他類,滷牛筋,滷牛筋,119,119,72.0,21.1,2.8,0.8,1.6,2.6,,0.0,0.0,0.0,,0.0,0.0,0.0,524.0,39.0,11.0,8.0,0.1,0.6,22.0,,,3.0,1.0,1.0,,,,,,,0.63,0.41,0.39,0.01,0.16,0.07,,,,0.02,0.04,0.37,0.03,0.12,21.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,565.0,14.0,125.0,0.0,3.0,4.0,5.0,1727.0,38.0,196.0,1482.0,11.0,0.0,251.0,205.0,25.0,0.0,11.0,0.0,9.0,0.0,3.0,1.00/6.89/3.09,,18923.0,1318.0,466.0,710.0,2292.0,2448.0,4248.0,1819.0,83.0,590.0,135.0,403.0,836.0,279.0,524.0,769.0,350.0,1653.0,0.0,49.0,,120.0,0.0867,0.7033,0.21,0.0
加工調理食品及其他類,滷豬腳,滷豬腳,237,237,58.6,28.4,15.4,6.9,1.3,0.0,,,,,,,,,187.0,190.0,40.0,18.0,1.3,3.1,146.0,,,27.0,8.0,8.0,,,,,,,0.34,0.31,0.31,0.0,0.03,0.0,,,,0.16,0.27,5.3,0.14,1.05,4.0,0.0,6942.0,0.0,2048.0,0.0,34.0,18.0,0.0,222.0,0.0,3234.0,0.0,1386.0,0.0,0.0,0.0,0.0,6551.0,0.0,437.0,5975.0,139.0,0.0,1887.0,1740.0,79.0,0.0,68.0,0.0,0.0,0.0,,1.00/3.47/3.68,,24515.0,1906.0,803.0,965.0,3200.0,2570.0,3732.0,1945.0,368.0,941.0,408.0,693.0,1402.0,563.0,839.0,1466.0,531.0,2062.0,121.0,53.0,,252.2,0.0,0.4504,0.5496,0.0
加工調理食品及其他類,醃燻豬肝,醃燻豬肝,167,167,61.1,26.8,4.7,1.8,3.2,4.2,,,,,,,,,905.0,234.0,1.0,19.0,11.5,7.6,557.0,,,140638.0,42192.0,42192.0,,,,,,,0.62,0.51,0.49,0.02,0.08,0.03,,,,0.27,6.03,14.14,0.68,43.05,426.0,121.9,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,937.0,0.0,850.0,0.0,0.0,0.0,0.0,1033.0,0.0,61.0,971.0,0.0,0.0,1857.0,923.0,45.0,0.0,496.0,66.0,105.0,222.0,,1.80/1.00/1.77,,25018.0,2261.0,1128.0,1152.0,3457.0,1209.0,1547.0,1479.0,596.0,1437.0,567.0,1130.0,2443.0,1006.0,1362.0,1906.0,612.0,1574.0,151.0,390.0,,166.3,0.101,0.6446,0.2544,0.0
加工調理食品及其他類,膽肝,膽肝,252,252,40.3,31.2,7.9,3.4,6.7,13.9,,,,,,,,,3204.0,557.0,16.0,52.0,19.9,8.8,318.0,,,194595.0,58379.0,58379.0,,,,,,,0.4,0.35,0.34,0.0,0.06,0.0,,,,0.22,7.32,7.2,0.34,30.1,,29.6,3376.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1556.0,44.0,1683.0,19.0,0.0,0.0,19.0,1948.0,0.0,96.0,1825.0,27.0,0.0,2580.0,1288.0,46.0,0.0,837.0,31.0,111.0,267.0,,1.32/1.00/1.73,,29642.0,2639.0,1212.0,1250.0,4821.0,1572.0,1870.0,1760.0,721.0,1740.0,670.0,1345.0,2755.0,1093.0,1538.0,2157.0,817.0,1527.0,155.0,314.0,,251.5,0.2211,0.4962,0.2827,0.0
加工調理食品及其他類,片狀肉乾(牛肉),片狀肉乾(牛肉),335,335,17.9,30.3,5.2,2.3,4.8,41.8,,18.2,0.2,0.3,0.0,0.0,17.7,0.0,1317.0,603.0,12.0,44.0,3.6,7.2,267.0,,,33.0,10.0,10.0,,,,,,,1.29,1.01,0.98,0.04,0.19,0.09,,,,0.11,0.33,5.62,0.17,3.44,39.1,5.6,2341.0,0.0,0.0,0.0,1.0,2.0,0.0,118.0,19.0,1277.0,44.0,859.0,0.0,15.0,5.0,1.0,2524.0,8.0,164.0,2320.0,17.0,14.0,326.0,192.0,79.0,0.0,13.0,12.0,27.0,3.0,19.0,1.00/7.75/7.19,187.0,30528.0,2896.0,1443.0,1251.0,6329.0,719.0,1319.0,1919.0,279.0,1411.0,618.0,1385.0,2648.0,1043.0,1337.0,2718.0,1054.0,2011.0,149.0,100.0,,335.2,0.4988,0.3616,0.1396,0.0
加工調理食品及其他類,"片狀肉乾(牛肉,辣味)","片狀肉乾(牛肉,辣味)",335,335,19.9,38.0,7.0,3.4,5.2,29.9,,24.4,0.2,0.2,0.0,0.0,24.0,0.0,1537.0,676.0,5.0,42.0,5.7,9.7,315.0,,,12.0,4.0,4.0,,,,,,,1.51,1.45,1.43,0.03,0.05,0.0,,,,0.11,0.32,6.01,0.31,4.13,13.7,5.6,3411.0,0.0,0.0,0.0,7.0,8.0,0.0,190.0,38.0,1816.0,47.0,1272.0,0.0,27.0,4.0,2.0,3119.0,16.0,194.0,2910.0,0.0,0.0,480.0,366.0,86.0,0.0,0.0,4.0,24.0,0.0,51.0,1.00/6.50/7.11,28.0,36513.0,3613.0,1749.0,1492.0,7460.0,0.0,1692.0,2426.0,383.0,1767.0,606.0,1832.0,3415.0,1329.0,1603.0,3544.0,1194.0,2408.0,0.0,57.0,,334.6,0.3574,0.4543,0.1883,0.0
加工調理食品及其他類,片狀肉乾(豬肉),片狀肉乾(豬肉),329,329,19.5,30.0,5.0,1.8,4.5,41.0,,26.8,0.2,0.2,0.0,0.0,26.4,0.0,1177.0,583.0,8.0,44.0,1.8,2.9,331.0,,,5.0,2.0,2.0,,,,,,,0.43,0.28,0.19,0.19,0.04,0.02,,,,0.9,0.24,7.58,0.49,0.89,9.9,7.1,1813.0,0.0,0.0,0.0,2.0,4.0,0.0,72.0,0.0,1196.0,5.0,503.0,0.0,25.0,5.0,1.0,2202.0,0.0,120.0,2040.0,36.0,6.0,997.0,867.0,68.0,0.0,0.0,13.0,9.0,40.0,39.0,1.00/2.21/1.82,9.0,24865.0,2431.0,1223.0,1047.0,4492.0,555.0,1143.0,1525.0,258.0,1209.0,567.0,1130.0,2112.0,790.0,1178.0,2222.0,1053.0,1636.0,295.0,106.0,,329.0,0.4985,0.3647,0.1368,0.0
加工調理食品及其他類,條狀肉乾(豬肉),條狀肉乾(豬肉),345,345,18.6,43.2,7.9,3.2,5.2,25.1,,26.1,0.1,0.4,0.0,0.0,25.6,0.0,1325.0,863.0,8.0,65.0,2.5,4.1,474.0,,,5.0,1.0,1.0,,,,,,,0.46,0.33,0.32,0.0,0.11,0.03,,,,0.74,0.21,7.97,0.83,1.04,9.7,3.9,3201.0,0.0,0.0,0.0,11.0,9.0,0.0,120.0,0.0,2043.0,9.0,990.0,0.0,18.0,0.0,1.0,4100.0,0.0,256.0,3777.0,66.0,0.0,563.0,461.0,30.0,0.0,42.0,1.0,13.0,15.0,77.0,1.00/7.29/5.69,17.0,40630.0,3993.0,2052.0,1645.0,8306.0,0.0,1797.0,2490.0,391.0,2030.0,997.0,1921.0,3443.0,1228.0,1874.0,3713.0,1697.0,2619.0,435.0,126.0,,344.3,0.2916,0.5019,0.2065,0.0
加工調理食品及其他類,牛肉香腸,牛肉香腸,298,298,48.5,20.7,20.5,8.7,2.5,7.8,,,,,,,,,792.0,334.0,11.0,17.0,1.8,4.6,194.0,,,9.0,3.0,3.0,,,,,,,0.06,0.05,0.05,0.0,0.0,0.01,,,,0.53,0.16,29.35,0.46,1.77,6.1,31.1,8689.0,0.0,0.0,0.0,15.0,15.0,0.0,413.0,60.0,5088.0,151.0,2913.0,0.0,34.0,0.0,0.0,9934.0,0.0,634.0,9173.0,128.0,0.0,1871.0,1674.0,135.0,0.0,17.0,0.0,38.0,7.0,,1.00/5.31/4.64,,21370.0,1677.0,770.0,767.0,4410.0,1269.0,1799.0,1360.0,1139.0,832.0,384.0,777.0,1451.0,591.0,713.0,1524.0,572.0,1307.0,27.0,77.0,,298.5,0.1045,0.2774,0.6181,0.0
加工調理食品及其他類,香腸,香腸,354,354,41.2,17.0,26.3,10.0,3.2,12.3,,10.2,0.8,0.3,0.0,0.0,9.0,0.0,1026.0,284.0,2.0,17.0,1.6,1.7,152.0,,,68.0,21.0,21.0,,,,,,,0.15,0.13,0.13,0.0,0.03,0.0,,,,0.49,0.16,5.84,0.18,0.79,5.2,26.0,10015.0,0.0,0.0,0.0,16.0,16.0,0.0,366.0,4.0,6315.0,24.0,3205.0,0.0,57.0,11.0,1.0,11906.0,0.0,573.0,11132.0,156.0,44.0,4299.0,3970.0,246.0,0.0,29.0,2.0,26.0,26.0,305.0,1.00/2.77/2.33,95.0,16659.0,1407.0,666.0,620.0,3507.0,728.0,1546.0,901.0,195.0,713.0,361.0,644.0,1208.0,518.0,662.0,1272.0,530.0,1064.0,119.0,62.0,,353.9,0.139,0.1921,0.6688,0.0
加工調理食品及其他類,香腸(蒜味),香腸(蒜味),387,387,34.5,16.6,27.8,10.2,3.4,17.7,,12.5,0.8,0.0,0.0,0.0,11.8,0.0,1021.0,310.0,6.0,18.0,1.2,1.8,196.0,,,63.0,19.0,19.0,0.0,0.0,,,,,0.22,0.18,0.18,0.0,0.04,0.0,,,,0.47,0.16,8.58,0.17,0.77,7.5,12.4,10249.0,0.0,0.0,0.0,16.0,16.0,0.0,377.0,0.0,6483.0,54.0,3275.0,0.0,26.0,1.0,1.0,12303.0,0.0,592.0,11635.0,76.0,0.0,5160.0,4697.0,288.0,0.0,95.0,2.0,41.0,37.0,127.0,1.00/2.38/1.99,104.0,16554.0,1387.0,659.0,597.0,4033.0,688.0,1044.0,907.0,162.0,703.0,356.0,639.0,1194.0,504.0,651.0,1271.0,537.0,1050.0,172.0,63.0,,387.4,0.1828,0.1714,0.6458,0.0
加工調理食品及其他類,蒟蒻香腸(蒜味),蒟蒻香腸(蒜味),289,289,42.8,19.4,14.9,5.5,3.6,19.3,,,,,,,,,1106.0,427.0,5.0,26.0,1.2,2.1,252.0,,,16.0,5.0,5.0,0.0,0.0,,,,,0.36,0.3,0.29,0.0,0.07,0.0,,,,0.55,0.17,4.28,0.21,0.85,22.8,43.8,5462.0,0.0,0.0,0.0,16.0,14.0,0.0,209.0,0.0,3474.0,0.0,1715.0,0.0,34.0,0.0,0.0,6775.0,0.0,346.0,6305.0,124.0,0.0,2633.0,2306.0,170.0,19.0,37.0,12.0,45.0,43.0,,1.00/2.57/2.07,,17915.0,1680.0,762.0,799.0,3691.0,682.0,847.0,981.0,198.0,882.0,439.0,800.0,1398.0,614.0,810.0,1419.0,571.0,1227.0,114.0,54.0,,288.9,0.2672,0.2686,0.4642,0.0
加工調理食品及其他類,小巧香腸,小巧香腸,362,362,41.8,15.1,28.2,10.4,3.0,11.9,,12.5,0.8,0.0,0.0,0.0,11.7,0.0,912.0,261.0,2.0,14.0,1.2,1.7,247.0,,,56.0,17.0,17.0,,,,,,,0.23,0.19,0.19,0.0,0.04,0.0,,,,0.28,0.16,3.07,0.36,1.18,18.1,58.5,10441.0,0.0,0.0,0.0,23.0,28.0,0.0,375.0,16.0,6605.0,86.0,3255.0,0.0,48.0,3.0,1.0,12525.0,0.0,585.0,11739.0,184.0,18.0,5095.0,4667.0,322.0,16.0,63.0,3.0,16.0,8.0,314.0,1.00/2.46/2.05,95.0,17155.0,1591.0,711.0,708.0,3564.0,753.0,975.0,985.0,143.0,788.0,363.0,732.0,1314.0,560.0,751.0,1373.0,512.0,1186.0,147.0,57.0,,361.8,0.1316,0.1669,0.7015,0.0
加工調理食品及其他類,雞肉香腸(大),雞肉香腸(大),283,283,46.6,22.4,16.3,4.9,3.0,11.8,,,,,,,,,914.0,323.0,16.0,23.0,1.3,1.7,294.0,,,6.0,2.0,2.0,,,,,,,0.4,0.35,0.34,0.0,0.06,0.0,,,,0.37,0.17,26.61,0.5,0.68,13.8,56.5,4906.0,0.0,0.0,0.0,0.0,12.0,0.0,157.0,29.0,3684.0,35.0,990.0,0.0,0.0,0.0,0.0,7769.0,0.0,937.0,6759.0,73.0,0.0,3606.0,3270.0,250.0,0.0,43.0,0.0,22.0,21.0,,1.00/2.15/1.36,,22062.0,1916.0,917.0,821.0,4433.0,750.0,972.0,1224.0,1538.0,963.0,467.0,961.0,1737.0,715.0,924.0,1808.0,599.0,1241.0,76.0,102.0,,283.5,0.1665,0.316,0.5175,0.0
加工調理食品及其他類,雞肉香腸(小),雞肉香腸(小),459,459,30.5,13.9,37.7,13.9,2.0,15.9,,,,,,,,,699.0,216.0,8.0,12.0,1.8,0.5,152.0,,,30.0,9.0,9.0,,,,,,,0.46,0.35,0.33,0.01,0.1,0.02,,,,0.51,0.07,5.18,0.29,0.42,8.1,38.4,13895.0,0.0,0.0,0.0,26.0,28.0,0.0,482.0,0.0,8887.0,0.0,4392.0,0.0,80.0,0.0,0.0,16713.0,0.0,890.0,15505.0,318.0,0.0,7112.0,6424.0,428.0,0.0,85.0,0.0,82.0,92.0,,1.00/2.35/1.95,,12844.0,1350.0,636.0,540.0,2429.0,0.0,633.0,772.0,151.0,660.0,313.0,616.0,1053.0,335.0,621.0,1203.0,506.0,843.0,184.0,81.0,,458.5,0.1387,0.1213,0.74,0.0
加工調理食品及其他類,熱狗,熱狗,257,257,56.4,13.3,18.1,6.6,1.9,10.2,,2.9,0.3,0.0,0.0,0.3,2.2,0.1,607.0,145.0,14.0,11.0,1.6,1.2,164.0,,,80.0,24.0,24.0,,,,,,,0.39,0.3,0.29,0.01,0.07,0.03,,,,0.2,0.11,2.03,0.08,0.51,13.2,45.4,6572.0,0.0,0.0,0.0,4.0,11.0,0.0,223.0,5.0,4232.0,17.0,2036.0,0.0,35.0,8.0,2.0,8185.0,3.0,422.0,7598.0,143.0,19.0,3317.0,3015.0,210.0,0.0,46.0,2.0,22.0,21.0,185.0,1.00/2.47/1.98,86.0,11916.0,1154.0,483.0,504.0,2072.0,676.0,823.0,690.0,194.0,565.0,222.0,504.0,922.0,405.0,533.0,902.0,353.0,895.0,20.0,48.0,,256.9,0.1588,0.2071,0.6341,0.0
加工調理食品及其他類,德國香腸,德國香腸,275,272,55.9,15.9,21.4,7.9,2.2,4.6,1.4,1.7,0.2,0.0,,0.0,1.5,0.0,547.0,201.0,18.0,16.0,0.9,1.9,211.0,,,28.0,3.0,0.0,,17.0,,,,,0.33,0.27,0.26,0.01,0.04,0.01,,,,0.34,0.17,3.76,0.22,0.64,2.7,66.0,7902.0,0.0,0.0,0.0,0.0,22.0,0.0,285.0,13.0,4922.0,65.0,2539.0,0.0,44.0,11.0,0.0,9741.0,0.0,517.0,9027.0,172.0,25.0,3484.0,3241.0,201.0,0.0,0.0,0.0,42.0,0.0,298.0,1.00/2.80/2.27,,14202.0,1308.0,637.0,558.0,2594.0,654.0,933.0,883.0,132.0,684.0,335.0,608.0,1104.0,476.0,566.0,1226.0,541.0,894.0,68.0,64.0,,274.6,0.067,0.2316,0.7014,0.0
加工調理食品及其他類,冷凍小香腸,冷凍小香腸,249,248,57.5,14.8,17.8,7.0,2.5,7.4,0.4,,,,,,,,722.0,517.0,2.0,14.0,1.4,1.7,247.0,,,26.0,8.0,8.0,,,,,,,0.78,0.57,0.54,0.01,0.2,0.03,,,,0.35,0.12,2.77,0.24,0.66,4.7,,6994.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,4346.0,51.0,2182.0,0.0,150.0,0.0,0.0,8213.0,0.0,432.0,7782.0,0.0,0.0,2554.0,2405.0,149.0,0.0,0.0,0.0,0.0,0.0,,1.00/3.22/2.74,,16872.0,1435.0,633.0,679.0,2917.0,1212.0,1385.0,1045.0,385.0,772.0,238.0,678.0,1257.0,511.0,743.0,1150.0,487.0,1192.0,154.0,46.0,,249.0,0.1189,0.2378,0.6434,0.0
加工調理食品及其他類,冷凍珍珠丸,冷凍珍珠丸,225,223,56.8,9.5,11.5,4.0,1.2,20.9,1.0,2.1,0.2,0.1,0.0,0.2,1.7,0.0,313.0,166.0,7.0,14.0,0.5,1.3,115.0,,,45.0,8.0,5.0,0.0,17.0,,,,,0.94,0.27,0.19,0.05,0.53,0.18,,,,0.26,0.09,3.21,0.15,0.28,20.6,0.0,4044.0,0.0,0.0,0.0,2.0,2.0,0.0,146.0,2.0,2587.0,9.0,1268.0,0.0,23.0,4.0,1.0,5033.0,0.0,241.0,4708.0,74.0,10.0,2425.0,2201.0,170.0,0.0,13.0,1.0,16.0,23.0,46.0,1.00/2.08/1.67,63.0,9043.0,813.0,363.0,356.0,1753.0,450.0,541.0,554.0,129.0,464.0,121.0,386.0,711.0,317.0,398.0,653.0,292.0,630.0,113.0,37.0,,225.1,0.3714,0.1688,0.4598,0.0
加工調理食品及其他類,冷凍貢丸,冷凍貢丸,244,244,61.6,16.6,20.3,7.4,2.8,0.0,,1.5,0.1,0.0,0.0,0.0,1.5,0.0,580.0,195.0,6.0,17.0,0.7,1.4,190.0,,,36.0,11.0,11.0,,,,,,,0.22,0.19,0.19,0.01,0.02,0.01,,,,0.46,0.14,3.05,0.21,0.57,5.2,,7365.0,0.0,0.0,7.0,6.0,0.0,0.0,272.0,4.0,4683.0,22.0,2337.0,0.0,32.0,3.0,0.0,9280.0,0.0,322.0,8737.0,189.0,31.0,3565.0,3270.0,202.0,0.0,44.0,4.0,24.0,20.0,250.0,1.00/2.60/2.07,94.0,16874.0,1526.0,727.0,659.0,2932.0,756.0,887.0,997.0,306.0,817.0,463.0,738.0,1353.0,582.0,709.0,1441.0,671.0,1153.0,156.0,42.0,,249.1,0.0,0.2666,0.7334,0.0
加工調理食品及其他類,冷凍雞肉丸,冷凍雞肉丸,202,202,63.1,10.5,12.3,4.3,1.8,12.3,,,,,,,,,597.0,104.0,10.0,14.0,0.9,0.6,153.0,,,105.0,32.0,32.0,0.0,0.0,,,,,0.21,0.11,0.09,0.02,0.07,0.03,,,,0.03,0.05,5.15,0.19,0.62,9.4,,4324.0,0.0,0.0,0.0,6.0,8.0,0.0,152.0,0.0,2929.0,0.0,1208.0,0.0,20.0,0.0,0.0,5582.0,0.0,417.0,5081.0,84.0,0.0,2395.0,2212.0,154.0,0.0,0.0,0.0,0.0,28.0,,1.00/2.33/1.81,,14596.0,1380.0,632.0,598.0,2631.0,692.0,750.0,915.0,276.0,667.0,234.0,663.0,1227.0,524.0,663.0,1203.0,464.0,967.0,110.0,43.0,,201.9,0.2437,0.208,0.5483,0.0
加工調理食品及其他類,冷凍牛肉漢堡肉,冷凍牛肉漢堡肉,249,246,58.9,14.4,18.5,9.3,1.9,6.3,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,302.0,197.0,14.0,13.0,2.0,2.8,135.0,,,73.0,14.0,11.0,,23.0,,,,,0.76,0.73,0.73,0.0,0.03,0.0,,,,0.1,0.15,3.08,0.25,2.45,2.1,0.3,9252.0,0.0,0.0,0.0,13.0,20.0,4.0,676.0,125.0,5006.0,251.0,3107.0,0.0,26.0,8.0,15.0,8657.0,182.0,799.0,7643.0,32.0,0.0,571.0,349.0,128.0,0.0,53.0,6.0,35.0,0.0,35.0,1.00/15.15/16.19,,14636.0,1251.0,598.0,579.0,2598.0,802.0,971.0,905.0,79.0,690.0,346.0,642.0,1229.0,547.0,682.0,1206.0,465.0,966.0,81.0,66.0,,249.3,0.1011,0.231,0.6679,0.0
加工調理食品及其他類,冷凍雞塊,冷凍雞塊,228,228,57.1,15.3,12.9,5.5,2.1,12.6,,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,,,43.0,13.0,13.0,,,,,,,0.15,0.12,0.11,0.01,0.03,0.0,,,,0.06,0.07,3.5,0.01,0.36,,,5501.0,0.0,0.0,0.0,0.0,118.0,0.0,233.0,26.0,3800.0,60.0,1240.0,0.0,15.0,5.0,3.0,5627.0,6.0,381.0,5199.0,41.0,0.0,1754.0,1598.0,88.0,0.0,39.0,0.0,0.0,28.0,30.0,1.00/3.21/3.14,100.0,13004.0,1217.0,549.0,517.0,2191.0,654.0,592.0,737.0,193.0,678.0,333.0,631.0,1087.0,457.0,548.0,1049.0,485.0,921.0,165.0,33.0,,227.7,0.2213,0.2688,0.5099,0.0
加工調理食品及其他類,豬肉脯,豬肉脯,441,441,16.0,33.4,25.1,9.3,5.2,20.3,,,,,,,,,1518.0,598.0,15.0,42.0,2.3,2.7,269.0,,,40.0,12.0,12.0,,,,,,,0.39,0.31,0.3,0.01,0.08,0.0,,,,0.32,0.27,12.5,0.06,0.51,,,9269.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,5773.0,0.0,3087.0,0.0,55.0,30.0,0.0,11393.0,0.0,562.0,10442.0,248.0,141.0,4420.0,4091.0,206.0,0.0,0.0,0.0,63.0,60.0,,1.00/2.58/2.10,,29864.0,2872.0,1369.0,1231.0,4830.0,1310.0,1453.0,1774.0,370.0,1489.0,844.0,1356.0,2462.0,1062.0,1236.0,2518.0,1275.0,2102.0,311.0,116.0,,440.7,0.1843,0.3032,0.5126,0.0
加工調理食品及其他類,豬肉酥,豬肉酥,513,513,1.8,33.0,28.3,9.2,5.3,31.6,,25.1,0.1,0.4,0.0,0.0,24.6,0.0,1467.0,572.0,90.0,44.0,3.6,3.3,281.0,,,47.0,14.0,14.0,,,,,,,0.9,0.55,0.52,0.01,0.25,0.12,,,,0.22,0.27,7.5,0.05,0.44,,,9215.0,0.0,0.0,0.0,10.0,8.0,0.0,295.0,8.0,5589.0,25.0,3098.0,0.0,76.0,85.0,20.0,13288.0,0.0,315.0,12692.0,216.0,65.0,5696.0,5350.0,223.0,0.0,51.0,0.0,41.0,31.0,184.0,1.00/2.33/1.62,43.0,33291.0,3097.0,1417.0,1218.0,5579.0,1379.0,1616.0,1911.0,468.0,1772.0,1017.0,1706.0,2821.0,1170.0,1475.0,2657.0,1381.0,2289.0,318.0,103.0,,513.1,0.2463,0.2573,0.4964,0.0
加工調理食品及其他類,雞肉酥,雞肉酥,451,442,0.7,26.7,14.6,2.5,4.8,53.2,4.5,,,,,,,,1644.0,193.0,16.0,39.0,4.8,2.1,219.0,,,134.0,40.0,40.0,,,,,,,9.92,2.41,1.59,0.26,6.37,1.7,,,,0.02,0.13,3.1,0.38,0.33,12.4,8.6,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,0.0,677.0,0.0,44.0,51.0,0.0,3683.0,0.0,42.0,3641.0,0.0,0.0,8408.0,7678.0,730.0,0.0,0.0,0.0,0.0,0.0,,3.41/1.49/1.00,,27998.0,2741.0,1142.0,1116.0,5958.0,1202.0,1308.0,1503.0,265.0,1442.0,431.0,1413.0,2414.0,874.0,1374.0,2032.0,743.0,1780.0,260.0,56.0,,451.0,0.4718,0.2368,0.2914,0.0
加工調理食品及其他類,肉羹,肉羹,247,245,54.7,9.7,14.7,5.3,2.0,18.9,0.9,1.6,0.2,0.0,,0.0,1.4,0.0,512.0,102.0,211.0,15.0,1.1,1.3,198.0,,,22.0,7.0,7.0,,0.0,,,,,0.14,0.1,0.1,0.0,0.02,0.02,,,,0.13,0.08,2.02,0.08,0.69,2.8,0.0,5319.0,0.0,0.0,0.0,8.0,13.0,0.0,183.0,11.0,3427.0,48.0,1575.0,0.0,33.0,4.0,16.0,6174.0,6.0,348.0,5699.0,121.0,0.0,3059.0,2795.0,144.0,0.0,62.0,0.0,20.0,37.0,153.0,1.00/2.02/1.74,,8613.0,788.0,357.0,334.0,1408.0,425.0,688.0,575.0,21.0,411.0,142.0,370.0,665.0,274.0,370.0,736.0,295.0,577.0,177.0,50.0,,246.7,0.3064,0.1573,0.5363,0.0
加工調理食品及其他類,冷凍咕咾肉,冷凍咕咾肉,184,181,64.3,6.4,9.5,2.5,1.5,18.3,1.5,,,,,,,,395.0,174.0,16.0,13.0,0.4,0.8,71.0,,,7.0,2.0,2.0,,,,,,,1.57,0.51,0.39,0.06,0.76,0.36,,,,0.16,0.09,3.3,0.02,0.29,0.0,,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1644.0,0.0,762.0,0.0,0.0,0.0,0.0,3163.0,0.0,113.0,3050.0,0.0,0.0,3862.0,3496.0,317.0,0.0,48.0,0.0,0.0,0.0,,1.56/1.28/1.00,,5306.0,560.0,246.0,228.0,1066.0,225.0,256.0,318.0,51.0,250.0,18.0,220.0,414.0,167.0,215.0,458.0,185.0,361.0,68.0,22.0,,184.3,0.3972,0.1389,0.4639,0.0
加工調理食品及其他類,豬腳凍,豬腳凍,145,145,71.6,16.6,7.8,2.7,2.0,2.0,,,,,,,,,726.0,46.0,11.0,6.0,1.2,1.0,35.0,,,13.0,4.0,4.0,0.0,0.0,,,,,0.13,0.11,0.11,0.0,0.02,0.0,,,,0.02,0.08,0.5,0.01,0.0,2.0,0.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1825.0,20.0,720.0,0.0,13.0,0.0,0.0,4086.0,0.0,322.0,3681.0,83.0,0.0,1019.0,903.0,44.0,0.0,38.0,0.0,17.0,16.0,,1.00/4.01/2.65,,18000.0,1339.0,545.0,681.0,3281.0,1876.0,2393.0,1294.0,214.0,639.0,316.0,485.0,961.0,412.0,561.0,1044.0,290.0,1594.0,75.0,62.0,,144.6,0.0553,0.4592,0.4855,0.0
